2024-07-27 21:59:31,842 INFO    StreamThr :6421 [internal.py:wandb_internal():85] W&B internal server running at pid: 6421, started at: 2024-07-27 21:59:31.841958
2024-07-27 21:59:31,843 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: status
2024-07-27 21:59:31,846 INFO    WriterThread:6421 [datastore.py:open_for_write():87] open: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240727_215931-wpu1papj/run-wpu1papj.wandb
2024-07-27 21:59:31,846 DEBUG   SenderThread:6421 [sender.py:send():379] send: header
2024-07-27 21:59:31,856 DEBUG   SenderThread:6421 [sender.py:send():379] send: run
2024-07-27 21:59:32,068 INFO    SenderThread:6421 [dir_watcher.py:__init__():211] watching files in: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240727_215931-wpu1papj/files
2024-07-27 21:59:32,068 INFO    SenderThread:6421 [sender.py:_start_run_threads():1188] run started: wpu1papj with start time 1722131971.842269
2024-07-27 21:59:32,072 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: check_version
2024-07-27 21:59:32,072 DEBUG   SenderThread:6421 [sender.py:send_request():406] send_request: check_version
2024-07-27 21:59:32,210 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: run_start
2024-07-27 21:59:32,217 DEBUG   HandlerThread:6421 [system_info.py:__init__():26] System info init
2024-07-27 21:59:32,217 DEBUG   HandlerThread:6421 [system_info.py:__init__():41] System info init done
2024-07-27 21:59:32,217 INFO    HandlerThread:6421 [system_monitor.py:start():194] Starting system monitor
2024-07-27 21:59:32,217 INFO    SystemMonitor:6421 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-27 21:59:32,217 INFO    HandlerThread:6421 [system_monitor.py:probe():214] Collecting system info
2024-07-27 21:59:32,219 INFO    SystemMonitor:6421 [interfaces.py:start():188] Started cpu monitoring
2024-07-27 21:59:32,221 INFO    SystemMonitor:6421 [interfaces.py:start():188] Started disk monitoring
2024-07-27 21:59:32,223 INFO    SystemMonitor:6421 [interfaces.py:start():188] Started gpuapple monitoring
2024-07-27 21:59:32,225 INFO    SystemMonitor:6421 [interfaces.py:start():188] Started memory monitoring
2024-07-27 21:59:32,226 INFO    SystemMonitor:6421 [interfaces.py:start():188] Started network monitoring
2024-07-27 21:59:32,580 DEBUG   HandlerThread:6421 [system_info.py:probe():152] Probing system
2024-07-27 21:59:32,584 DEBUG   HandlerThread:6421 [system_info.py:_probe_git():137] Probing git
2024-07-27 21:59:32,598 DEBUG   HandlerThread:6421 [system_info.py:_probe_git():145] Probing git done
2024-07-27 21:59:32,598 DEBUG   HandlerThread:6421 [system_info.py:probe():200] Probing system done
2024-07-27 21:59:32,598 DEBUG   HandlerThread:6421 [system_monitor.py:probe():223] {'os': 'macOS-14.5-arm64-arm-64bit', 'python': '3.12.4', 'heartbeatAt': '2024-07-28T01:59:32.580988', 'startedAt': '2024-07-28T01:59:31.837413', 'docker': None, 'cuda': None, 'args': ('--config', 'configs/base_config.yaml', '--environment', 'simple'), 'state': 'running', 'program': '/Users/chansmi/Documents/GitHub/collaborative-stegosystem/src/main.py', 'codePathLocal': 'src/main.py', 'codePath': 'src/main.py', 'git': {'remote': 'https://github.com/chansmi/collaborative-stegosystem.git', 'commit': '4f29b938451ac189d9be929d20ce39a0cd63cb8b'}, 'email': 'smith.18.chandler@gmail.com', 'root': '/Users/chansmi/Documents/GitHub/collaborative-stegosystem', 'host': 'Chandlers-MacBook-Pro.local', 'username': 'chansmi', 'executable': '/Users/chansmi/miniconda3/envs/collaborative-stegosystem/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 926.3517189025879, 'used': 9.55495834350586}}, 'gpuapple': {'type': 'Apple M1 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 16.0}}
2024-07-27 21:59:32,598 INFO    HandlerThread:6421 [system_monitor.py:probe():224] Finished collecting system info
2024-07-27 21:59:32,598 INFO    HandlerThread:6421 [system_monitor.py:probe():227] Publishing system info
2024-07-27 21:59:32,598 DEBUG   HandlerThread:6421 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-07-27 21:59:33,074 INFO    Thread-12 :6421 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240727_215931-wpu1papj/files/conda-environment.yaml
2024-07-27 21:59:33,811 DEBUG   HandlerThread:6421 [system_info.py:_save_conda():224] Saving conda packages done
2024-07-27 21:59:33,812 INFO    HandlerThread:6421 [system_monitor.py:probe():229] Finished publishing system info
2024-07-27 21:59:33,814 DEBUG   SenderThread:6421 [sender.py:send():379] send: files
2024-07-27 21:59:33,814 INFO    SenderThread:6421 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-27 21:59:33,850 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: python_packages
2024-07-27 21:59:33,850 DEBUG   SenderThread:6421 [sender.py:send_request():406] send_request: python_packages
2024-07-27 21:59:33,851 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: stop_status
2024-07-27 21:59:33,851 DEBUG   SenderThread:6421 [sender.py:send_request():406] send_request: stop_status
2024-07-27 21:59:33,852 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-27 21:59:33,970 DEBUG   SenderThread:6421 [sender.py:send():379] send: telemetry
2024-07-27 21:59:33,971 DEBUG   SenderThread:6421 [sender.py:send():379] send: exit
2024-07-27 21:59:33,971 INFO    SenderThread:6421 [sender.py:send_exit():586] handling exit code: 1
2024-07-27 21:59:33,971 INFO    SenderThread:6421 [sender.py:send_exit():588] handling runtime: 1
2024-07-27 21:59:33,971 INFO    SenderThread:6421 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-07-27 21:59:33,971 INFO    SenderThread:6421 [sender.py:send_exit():594] send defer
2024-07-27 21:59:33,971 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: defer
2024-07-27 21:59:33,971 INFO    HandlerThread:6421 [handler.py:handle_request_defer():184] handle defer: 0
2024-07-27 21:59:33,971 DEBUG   SenderThread:6421 [sender.py:send_request():406] send_request: defer
2024-07-27 21:59:33,972 INFO    SenderThread:6421 [sender.py:send_request_defer():610] handle sender defer: 0
2024-07-27 21:59:33,972 INFO    SenderThread:6421 [sender.py:transition_state():614] send defer: 1
2024-07-27 21:59:33,972 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: defer
2024-07-27 21:59:33,972 INFO    HandlerThread:6421 [handler.py:handle_request_defer():184] handle defer: 1
2024-07-27 21:59:33,972 DEBUG   SenderThread:6421 [sender.py:send_request():406] send_request: defer
2024-07-27 21:59:33,972 INFO    SenderThread:6421 [sender.py:send_request_defer():610] handle sender defer: 1
2024-07-27 21:59:33,972 INFO    SenderThread:6421 [sender.py:transition_state():614] send defer: 2
2024-07-27 21:59:33,972 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: defer
2024-07-27 21:59:33,972 INFO    HandlerThread:6421 [handler.py:handle_request_defer():184] handle defer: 2
2024-07-27 21:59:33,972 INFO    HandlerThread:6421 [system_monitor.py:finish():203] Stopping system monitor
2024-07-27 21:59:33,972 INFO    HandlerThread:6421 [interfaces.py:finish():200] Joined cpu monitor
2024-07-27 21:59:33,972 INFO    HandlerThread:6421 [interfaces.py:finish():200] Joined disk monitor
2024-07-27 21:59:33,972 INFO    HandlerThread:6421 [interfaces.py:finish():200] Joined gpuapple monitor
2024-07-27 21:59:33,972 INFO    HandlerThread:6421 [interfaces.py:finish():200] Joined memory monitor
2024-07-27 21:59:33,972 INFO    HandlerThread:6421 [interfaces.py:finish():200] Joined network monitor
2024-07-27 21:59:33,972 DEBUG   SystemMonitor:6421 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-07-27 21:59:33,972 DEBUG   SystemMonitor:6421 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-07-27 21:59:33,972 DEBUG   SystemMonitor:6421 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-07-27 21:59:33,973 DEBUG   SenderThread:6421 [sender.py:send_request():406] send_request: defer
2024-07-27 21:59:33,973 INFO    SenderThread:6421 [sender.py:send_request_defer():610] handle sender defer: 2
2024-07-27 21:59:33,973 INFO    SenderThread:6421 [sender.py:transition_state():614] send defer: 3
2024-07-27 21:59:33,973 DEBUG   SenderThread:6421 [sender.py:send():379] send: telemetry
2024-07-27 21:59:33,973 DEBUG   SenderThread:6421 [sender.py:send():379] send: stats
2024-07-27 21:59:33,973 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: defer
2024-07-27 21:59:33,973 INFO    HandlerThread:6421 [handler.py:handle_request_defer():184] handle defer: 3
2024-07-27 21:59:33,973 DEBUG   SenderThread:6421 [sender.py:send_request():406] send_request: defer
2024-07-27 21:59:33,973 INFO    SenderThread:6421 [sender.py:send_request_defer():610] handle sender defer: 3
2024-07-27 21:59:33,973 INFO    SenderThread:6421 [sender.py:transition_state():614] send defer: 4
2024-07-27 21:59:33,974 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: defer
2024-07-27 21:59:33,974 INFO    HandlerThread:6421 [handler.py:handle_request_defer():184] handle defer: 4
2024-07-27 21:59:33,974 DEBUG   SenderThread:6421 [sender.py:send_request():406] send_request: defer
2024-07-27 21:59:33,974 INFO    SenderThread:6421 [sender.py:send_request_defer():610] handle sender defer: 4
2024-07-27 21:59:33,974 INFO    SenderThread:6421 [sender.py:transition_state():614] send defer: 5
2024-07-27 21:59:33,974 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: defer
2024-07-27 21:59:33,974 INFO    HandlerThread:6421 [handler.py:handle_request_defer():184] handle defer: 5
2024-07-27 21:59:33,974 DEBUG   SenderThread:6421 [sender.py:send():379] send: summary
2024-07-27 21:59:33,978 INFO    SenderThread:6421 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-07-27 21:59:33,978 DEBUG   SenderThread:6421 [sender.py:send_request():406] send_request: defer
2024-07-27 21:59:33,978 INFO    SenderThread:6421 [sender.py:send_request_defer():610] handle sender defer: 5
2024-07-27 21:59:33,978 INFO    SenderThread:6421 [sender.py:transition_state():614] send defer: 6
2024-07-27 21:59:33,978 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: defer
2024-07-27 21:59:33,978 INFO    HandlerThread:6421 [handler.py:handle_request_defer():184] handle defer: 6
2024-07-27 21:59:33,978 DEBUG   SenderThread:6421 [sender.py:send_request():406] send_request: defer
2024-07-27 21:59:33,978 INFO    SenderThread:6421 [sender.py:send_request_defer():610] handle sender defer: 6
2024-07-27 21:59:33,980 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: status_report
2024-07-27 21:59:34,079 INFO    Thread-12 :6421 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240727_215931-wpu1papj/files/conda-environment.yaml
2024-07-27 21:59:34,079 INFO    Thread-12 :6421 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240727_215931-wpu1papj/files/wandb-summary.json
2024-07-27 21:59:34,079 INFO    Thread-12 :6421 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240727_215931-wpu1papj/files/requirements.txt
2024-07-27 21:59:34,079 INFO    Thread-12 :6421 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240727_215931-wpu1papj/files/wandb-metadata.json
2024-07-27 21:59:34,079 INFO    Thread-12 :6421 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240727_215931-wpu1papj/files/output.log
2024-07-27 21:59:34,124 INFO    SenderThread:6421 [sender.py:transition_state():614] send defer: 7
2024-07-27 21:59:34,124 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: defer
2024-07-27 21:59:34,124 INFO    HandlerThread:6421 [handler.py:handle_request_defer():184] handle defer: 7
2024-07-27 21:59:34,124 DEBUG   SenderThread:6421 [sender.py:send_request():406] send_request: defer
2024-07-27 21:59:34,124 INFO    SenderThread:6421 [sender.py:send_request_defer():610] handle sender defer: 7
2024-07-27 21:59:34,148 INFO    wandb-upload_0:6421 [upload_job.py:push():130] Uploaded file /var/folders/4_/8fl8gpsn25q7v8_92m978fd80000gn/T/tmpwt6arbnpwandb/yp2r7dh9-wandb-metadata.json
2024-07-27 21:59:34,857 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: poll_exit
2024-07-27 21:59:35,082 INFO    Thread-12 :6421 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240727_215931-wpu1papj/files/config.yaml
2024-07-27 21:59:35,972 INFO    SenderThread:6421 [sender.py:transition_state():614] send defer: 8
2024-07-27 21:59:35,972 DEBUG   SenderThread:6421 [sender.py:send_request():406] send_request: poll_exit
2024-07-27 21:59:35,972 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: defer
2024-07-27 21:59:35,972 INFO    HandlerThread:6421 [handler.py:handle_request_defer():184] handle defer: 8
2024-07-27 21:59:35,972 DEBUG   SenderThread:6421 [sender.py:send_request():406] send_request: defer
2024-07-27 21:59:35,972 INFO    SenderThread:6421 [sender.py:send_request_defer():610] handle sender defer: 8
2024-07-27 21:59:35,972 INFO    SenderThread:6421 [job_builder.py:build():440] Attempting to build job artifact
2024-07-27 21:59:35,973 INFO    SenderThread:6421 [job_builder.py:_get_source_type():569] is repo sourced job
2024-07-27 21:59:35,986 INFO    SenderThread:6421 [job_builder.py:build():545] adding wandb-job metadata file
2024-07-27 21:59:35,987 INFO    SenderThread:6421 [sender.py:transition_state():614] send defer: 9
2024-07-27 21:59:35,988 DEBUG   HandlerThread:6421 [handler.py:handle_request():158] handle_request: defer
