2024-08-26 20:34:16,979 INFO    MainThread:5246 [wandb_setup.py:_flush():76] Current SDK version is 0.17.7
2024-08-26 20:34:16,980 INFO    MainThread:5246 [wandb_setup.py:_flush():76] Configure stats pid to 5246
2024-08-26 20:34:16,980 INFO    MainThread:5246 [wandb_setup.py:_flush():76] Loading settings from /root/.config/wandb/settings
2024-08-26 20:34:16,980 INFO    MainThread:5246 [wandb_setup.py:_flush():76] Loading settings from /root/collaborative-stegosystem/wandb/settings
2024-08-26 20:34:16,980 INFO    MainThread:5246 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-08-26 20:34:16,980 INFO    MainThread:5246 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-08-26 20:34:16,980 INFO    MainThread:5246 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'main.py', 'program_abspath': '/root/collaborative-stegosystem/main.py', 'program': '/root/collaborative-stegosystem/main.py'}
2024-08-26 20:34:16,980 INFO    MainThread:5246 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-08-26 20:34:16,980 INFO    MainThread:5246 [wandb_init.py:_log_setup():524] Logging user logs to /root/collaborative-stegosystem/wandb/run-20240826_203416-0wodr05c/logs/debug.log
2024-08-26 20:34:16,980 INFO    MainThread:5246 [wandb_init.py:_log_setup():525] Logging internal logs to /root/collaborative-stegosystem/wandb/run-20240826_203416-0wodr05c/logs/debug-internal.log
2024-08-26 20:34:16,980 INFO    MainThread:5246 [wandb_init.py:init():607] calling init triggers
2024-08-26 20:34:16,980 INFO    MainThread:5246 [wandb_init.py:init():614] wandb.init called with sweep_config: {}
config: {'wandb': {'project_name': 'collaborative-stegosystem', 'entity': 'chansmi'}, 'env': {'max_rounds': 1, 'stocks': ['AAPL', 'GOOGL', 'MSFT', 'AMZN', 'FB'], 'reward': {'correct': 1.0, 'partial': 0.5, 'incorrect': -0.5}, 'eve_penalty': 2.0}, 'model': {'name': 'meta-llama/Llama-2-7b-chat-hf', 'quantize': True, 'save_path': 'models/trained_model', 'max_new_tokens': 150}, 'ppo': {'learning_rate': 1e-05, 'batch_size': 8, 'mini_batch_size': 4, 'gradient_accumulation_steps': 1}, 'training': {'num_epochs': 100}, 'openai': {'model': 'gpt-4o-mini', 'max_tokens': 100, 'temperature': 0.5, 'detection_phrase': 'insider trading detected'}}
2024-08-26 20:34:16,980 INFO    MainThread:5246 [wandb_init.py:init():657] starting backend
2024-08-26 20:34:16,980 INFO    MainThread:5246 [wandb_init.py:init():661] setting up manager
2024-08-26 20:34:16,985 INFO    MainThread:5246 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-08-26 20:34:16,987 INFO    MainThread:5246 [wandb_init.py:init():669] backend started and connected
2024-08-26 20:34:16,996 INFO    MainThread:5246 [wandb_init.py:init():764] updated telemetry
2024-08-26 20:34:17,004 INFO    MainThread:5246 [wandb_init.py:init():797] communicating run to backend with 90.0 second timeout
2024-08-26 20:34:17,184 INFO    MainThread:5246 [wandb_run.py:_on_init():2479] communicating current version
2024-08-26 20:34:17,233 INFO    MainThread:5246 [wandb_run.py:_on_init():2488] got version response 
2024-08-26 20:34:17,234 INFO    MainThread:5246 [wandb_init.py:init():848] starting run threads in backend
2024-08-26 20:34:17,490 INFO    MainThread:5246 [wandb_run.py:_console_start():2457] atexit reg
2024-08-26 20:34:17,490 INFO    MainThread:5246 [wandb_run.py:_redirect():2303] redirect: wrap_raw
2024-08-26 20:34:17,490 INFO    MainThread:5246 [wandb_run.py:_redirect():2368] Wrapping output streams.
2024-08-26 20:34:17,490 INFO    MainThread:5246 [wandb_run.py:_redirect():2393] Redirects installed.
2024-08-26 20:34:17,492 INFO    MainThread:5246 [wandb_init.py:init():891] run started, returning control to user process
2024-08-26 20:37:29,941 WARNING MsgRouterThr:5246 [router.py:message_loop():77] message_loop has been closed
