2024-07-29 20:02:59,425 INFO    StreamThr :41092 [internal.py:wandb_internal():85] W&B internal server running at pid: 41092, started at: 2024-07-29 20:02:59.424471
2024-07-29 20:02:59,427 DEBUG   HandlerThread:41092 [handler.py:handle_request():158] handle_request: status
2024-07-29 20:02:59,433 INFO    WriterThread:41092 [datastore.py:open_for_write():87] open: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240729_200259-7x27av7w/run-7x27av7w.wandb
2024-07-29 20:02:59,434 DEBUG   SenderThread:41092 [sender.py:send():379] send: header
2024-07-29 20:02:59,450 DEBUG   SenderThread:41092 [sender.py:send():379] send: run
2024-07-29 20:02:59,761 INFO    SenderThread:41092 [dir_watcher.py:__init__():211] watching files in: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240729_200259-7x27av7w/files
2024-07-29 20:02:59,761 INFO    SenderThread:41092 [sender.py:_start_run_threads():1188] run started: 7x27av7w with start time 1722297779.426015
2024-07-29 20:02:59,767 DEBUG   HandlerThread:41092 [handler.py:handle_request():158] handle_request: check_version
2024-07-29 20:02:59,767 DEBUG   SenderThread:41092 [sender.py:send_request():406] send_request: check_version
2024-07-29 20:03:00,993 DEBUG   HandlerThread:41092 [handler.py:handle_request():158] handle_request: run_start
2024-07-29 20:03:01,005 DEBUG   HandlerThread:41092 [system_info.py:__init__():26] System info init
2024-07-29 20:03:01,005 DEBUG   HandlerThread:41092 [system_info.py:__init__():41] System info init done
2024-07-29 20:03:01,005 INFO    HandlerThread:41092 [system_monitor.py:start():194] Starting system monitor
2024-07-29 20:03:01,006 INFO    SystemMonitor:41092 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-29 20:03:01,006 INFO    HandlerThread:41092 [system_monitor.py:probe():214] Collecting system info
2024-07-29 20:03:01,008 INFO    SystemMonitor:41092 [interfaces.py:start():188] Started cpu monitoring
2024-07-29 20:03:01,009 INFO    SystemMonitor:41092 [interfaces.py:start():188] Started disk monitoring
2024-07-29 20:03:01,013 INFO    SystemMonitor:41092 [interfaces.py:start():188] Started gpuapple monitoring
2024-07-29 20:03:01,015 INFO    SystemMonitor:41092 [interfaces.py:start():188] Started memory monitoring
2024-07-29 20:03:01,015 INFO    SystemMonitor:41092 [interfaces.py:start():188] Started network monitoring
2024-07-29 20:03:01,420 DEBUG   HandlerThread:41092 [system_info.py:probe():152] Probing system
2024-07-29 20:03:01,424 DEBUG   HandlerThread:41092 [system_info.py:_probe_git():137] Probing git
2024-07-29 20:03:01,437 DEBUG   HandlerThread:41092 [system_info.py:_probe_git():145] Probing git done
2024-07-29 20:03:01,437 DEBUG   HandlerThread:41092 [system_info.py:probe():200] Probing system done
2024-07-29 20:03:01,437 DEBUG   HandlerThread:41092 [system_monitor.py:probe():223] {'os': 'macOS-14.5-arm64-arm-64bit', 'python': '3.12.4', 'heartbeatAt': '2024-07-30T00:03:01.420408', 'startedAt': '2024-07-30T00:02:59.413828', 'docker': None, 'cuda': None, 'args': ('--config', 'configs/base_config.yaml', '--environment', 'simple'), 'state': 'running', 'program': '/Users/chansmi/Documents/GitHub/collaborative-stegosystem/src/main.py', 'codePathLocal': 'src/main.py', 'codePath': 'src/main.py', 'git': {'remote': 'https://github.com/chansmi/collaborative-stegosystem.git', 'commit': '56fa4f346024bb96cb893d741f91dbc8eb8c437d'}, 'email': 'smith.18.chandler@gmail.com', 'root': '/Users/chansmi/Documents/GitHub/collaborative-stegosystem', 'host': 'Chandlers-MacBook-Pro.local', 'username': 'chansmi', 'executable': '/Users/chansmi/miniconda3/envs/collaborative-stegosystem/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 926.3517189025879, 'used': 9.55495834350586}}, 'gpuapple': {'type': 'Apple M1 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 16.0}}
2024-07-29 20:03:01,437 INFO    HandlerThread:41092 [system_monitor.py:probe():224] Finished collecting system info
2024-07-29 20:03:01,437 INFO    HandlerThread:41092 [system_monitor.py:probe():227] Publishing system info
2024-07-29 20:03:01,437 DEBUG   HandlerThread:41092 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-07-29 20:03:01,772 INFO    Thread-12 :41092 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240729_200259-7x27av7w/files/conda-environment.yaml
2024-07-29 20:03:02,672 DEBUG   HandlerThread:41092 [system_info.py:_save_conda():224] Saving conda packages done
2024-07-29 20:03:02,673 INFO    HandlerThread:41092 [system_monitor.py:probe():229] Finished publishing system info
2024-07-29 20:03:02,675 DEBUG   SenderThread:41092 [sender.py:send():379] send: files
2024-07-29 20:03:02,675 INFO    SenderThread:41092 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-29 20:03:02,714 DEBUG   HandlerThread:41092 [handler.py:handle_request():158] handle_request: python_packages
2024-07-29 20:03:02,714 DEBUG   SenderThread:41092 [sender.py:send_request():406] send_request: python_packages
2024-07-29 20:03:02,715 DEBUG   HandlerThread:41092 [handler.py:handle_request():158] handle_request: stop_status
2024-07-29 20:03:02,715 DEBUG   SenderThread:41092 [sender.py:send_request():406] send_request: stop_status
2024-07-29 20:03:02,715 DEBUG   HandlerThread:41092 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-29 20:03:02,773 INFO    Thread-12 :41092 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240729_200259-7x27av7w/files/conda-environment.yaml
2024-07-29 20:03:02,773 INFO    Thread-12 :41092 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240729_200259-7x27av7w/files/wandb-metadata.json
2024-07-29 20:03:02,773 INFO    Thread-12 :41092 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240729_200259-7x27av7w/files/requirements.txt
2024-07-29 20:03:02,914 DEBUG   SenderThread:41092 [sender.py:send():379] send: telemetry
2024-07-29 20:03:03,024 INFO    wandb-upload_0:41092 [upload_job.py:push():130] Uploaded file /var/folders/4_/8fl8gpsn25q7v8_92m978fd80000gn/T/tmpl7lfi3quwandb/bmt9529p-wandb-metadata.json
2024-07-29 20:03:03,720 DEBUG   HandlerThread:41092 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-29 20:03:03,778 INFO    Thread-12 :41092 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240729_200259-7x27av7w/files/output.log
2024-07-29 20:03:04,726 DEBUG   HandlerThread:41092 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-29 20:03:04,927 DEBUG   HandlerThread:41092 [handler.py:handle_request():158] handle_request: status_report
2024-07-29 20:03:05,727 DEBUG   HandlerThread:41092 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-29 20:03:05,786 INFO    Thread-12 :41092 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240729_200259-7x27av7w/files/output.log
2024-07-29 20:03:06,596 DEBUG   HandlerThread:41092 [handler.py:handle_request():158] handle_request: partial_history
2024-07-29 20:03:06,598 DEBUG   SenderThread:41092 [sender.py:send():379] send: history
2024-07-29 20:03:06,599 DEBUG   SenderThread:41092 [sender.py:send_request():406] send_request: summary_record
2024-07-29 20:03:06,599 INFO    SenderThread:41092 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-07-29 20:03:06,738 DEBUG   HandlerThread:41092 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-29 20:03:06,792 INFO    Thread-12 :41092 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/chansmi/Documents/GitHub/collaborative-stegosystem/wandb/run-20240729_200259-7x27av7w/files/wandb-summary.json
2024-07-29 20:03:07,738 DEBUG   HandlerThread:41092 [handler.py:handle_request():158] handle_request: internal_messages
2024-07-29 20:03:08,608 DEBUG   SenderThread:41092 [sender.py:send():379] send: exit
2024-07-29 20:03:08,609 INFO    SenderThread:41092 [sender.py:send_exit():586] handling exit code: 255
2024-07-29 20:03:08,609 INFO    SenderThread:41092 [sender.py:send_exit():588] handling runtime: 7
2024-07-29 20:03:08,610 INFO    SenderThread:41092 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-07-29 20:03:08,610 INFO    SenderThread:41092 [sender.py:send_exit():594] send defer
2024-07-29 20:03:08,610 DEBUG   HandlerThread:41092 [handler.py:handle_request():158] handle_request: defer
2024-07-29 20:03:08,610 INFO    HandlerThread:41092 [handler.py:handle_request_defer():184] handle defer: 0
2024-07-29 20:03:08,610 DEBUG   SenderThread:41092 [sender.py:send_request():406] send_request: defer
2024-07-29 20:03:08,610 INFO    SenderThread:41092 [sender.py:send_request_defer():610] handle sender defer: 0
2024-07-29 20:03:08,610 INFO    SenderThread:41092 [sender.py:transition_state():614] send defer: 1
2024-07-29 20:03:08,611 DEBUG   HandlerThread:41092 [handler.py:handle_request():158] handle_request: defer
2024-07-29 20:03:08,611 INFO    HandlerThread:41092 [handler.py:handle_request_defer():184] handle defer: 1
2024-07-29 20:03:08,611 DEBUG   SenderThread:41092 [sender.py:send_request():406] send_request: defer
2024-07-29 20:03:08,611 INFO    SenderThread:41092 [sender.py:send_request_defer():610] handle sender defer: 1
2024-07-29 20:03:08,611 INFO    SenderThread:41092 [sender.py:transition_state():614] send defer: 2
2024-07-29 20:03:08,611 DEBUG   HandlerThread:41092 [handler.py:handle_request():158] handle_request: defer
2024-07-29 20:03:08,611 INFO    HandlerThread:41092 [handler.py:handle_request_defer():184] handle defer: 2
2024-07-29 20:03:08,611 INFO    HandlerThread:41092 [system_monitor.py:finish():203] Stopping system monitor
2024-07-29 20:03:08,611 DEBUG   SystemMonitor:41092 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-07-29 20:03:08,611 DEBUG   SystemMonitor:41092 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-07-29 20:03:08,611 INFO    HandlerThread:41092 [interfaces.py:finish():200] Joined cpu monitor
2024-07-29 20:03:08,611 DEBUG   SystemMonitor:41092 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-07-29 20:03:08,612 INFO    HandlerThread:41092 [interfaces.py:finish():200] Joined disk monitor
2024-07-29 20:03:08,612 INFO    HandlerThread:41092 [interfaces.py:finish():200] Joined gpuapple monitor
2024-07-29 20:03:08,612 INFO    HandlerThread:41092 [interfaces.py:finish():200] Joined memory monitor
2024-07-29 20:03:08,612 INFO    HandlerThread:41092 [interfaces.py:finish():200] Joined network monitor
